NAME	ORIGINAL SIZE	AFTER RESTRICTING TO DATASET	STATUS	
ELVIDGE_HYPOXIA_DN	147	146		
ELVIDGE_HYPOXIA_BY_DMOG_UP	133	132		
ELVIDGE_HYPOXIA_BY_DMOG_DN	59	59		
ELVIDGE_HIF1A_TARGETS_UP	67	67		
ELVIDGE_HIF1A_TARGETS_DN	92	92		
ELVIDGE_HIF2A_TARGETS_UP	6		Rejected!	
ELVIDGE_HIF1A_AND_HIF2A_TARGETS_UP	41	41		
ELVIDGE_HIF1A_AND_HIF2A_TARGETS_DN	105	105		
JAATINEN_HEMATOPOIETIC_STEM_CELL_UP	321	321		
JAATINEN_HEMATOPOIETIC_STEM_CELL_DN	235	234		
MOROSETTI_FACIOSCAPULOHUMERAL_MUSCULAR_DISTROPHY_UP	20	20		
MOROSETTI_FACIOSCAPULOHUMERAL_MUSCULAR_DISTROPHY_DN	12		Rejected!	
GRAHAM_CML_QUIESCENT_VS_CML_DIVIDING_UP	24	24		
GRAHAM_CML_QUIESCENT_VS_CML_DIVIDING_DN	11		Rejected!	
GRAHAM_CML_QUIESCENT_VS_NORMAL_QUIESCENT_UP	94	94		
GRAHAM_CML_QUIESCENT_VS_NORMAL_QUIESCENT_DN	46	45		
GRAHAM_CML_QUIESCENT_VS_NORMAL_DIVIDING_UP	59	59		
GRAHAM_CML_QUIESCENT_VS_NORMAL_DIVIDING_DN	12		Rejected!	
GRAHAM_CML_DIVIDING_VS_NORMAL_DIVIDING_UP	13		Rejected!	
GRAHAM_CML_DIVIDING_VS_NORMAL_DIVIDING_DN	10		Rejected!	
GRAHAM_CML_DIVIDING_VS_NORMAL_QUIESCENT_UP	184	184		
GRAHAM_CML_DIVIDING_VS_NORMAL_QUIESCENT_DN	94	93		
GRAHAM_NORMAL_QUIESCENT_VS_NORMAL_DIVIDING_UP	64	64		
GRAHAM_NORMAL_QUIESCENT_VS_NORMAL_DIVIDING_DN	89	89		
BIDUS_METASTASIS_UP	219	219		
BIDUS_METASTASIS_DN	154	153		
WAMUNYOKOLI_OVARIAN_CANCER_LMP_UP	270	268		
WAMUNYOKOLI_OVARIAN_CANCER_LMP_DN	198	197		
WAMUNYOKOLI_OVARIAN_CANCER_GRADES_1_2_UP	140	139		
WAMUNYOKOLI_OVARIAN_CANCER_GRADES_1_2_DN	71	71		
MAYBURD_RESPONSE_TO_L663536_UP	31	31		
MAYBURD_RESPONSE_TO_L663536_DN	56	55		
WATANABE_ULCERATIVE_COLITIS_WITH_CANCER_UP	19	19		
WATANABE_ULCERATIVE_COLITIS_WITH_CANCER_DN	15	15		
DODD_NASOPHARYNGEAL_CARCINOMA_UP	1806		Rejected!	
DODD_NASOPHARYNGEAL_CARCINOMA_DN	1402		Rejected!	
RODRIGUES_THYROID_CARCINOMA_POORLY_DIFFERENTIATED_UP	640		Rejected!	
RODRIGUES_THYROID_CARCINOMA_POORLY_DIFFERENTIATED_DN	784		Rejected!	
RODRIGUES_THYROID_CARCINOMA_ANAPLASTIC_UP	721		Rejected!	
RODRIGUES_THYROID_CARCINOMA_ANAPLASTIC_DN	529		Rejected!	
RODRIGUES_THYROID_CARCINOMA_UP	16	16		
RODRIGUES_THYROID_CARCINOMA_DN	77	77		
GOZGIT_ESR1_TARGETS_UP	149	147		
GOZGIT_ESR1_TARGETS_DN	777		Rejected!	
HAHTOLA_SEZARY_SYNDROM_UP	99	99		
HAHTOLA_SEZARY_SYNDROM_DN	44	43		
HAHTOLA_MYCOSIS_FUNGOIDES_SKIN_UP	176	176		
HAHTOLA_MYCOSIS_FUNGOIDES_SKIN_DN	27	27		
HAHTOLA_MYCOSIS_FUNGOIDES_CD4_UP	63	62		
HAHTOLA_MYCOSIS_FUNGOIDES_CD4_DN	115	115		
HAHTOLA_MYCOSIS_FUNGOIDES_UP	18	18		
HAHTOLA_MYCOSIS_FUNGOIDES_DN	17	17		
PROVENZANI_METASTASIS_UP	204	199		
PROVENZANI_METASTASIS_DN	142	142		
PACHER_TARGETS_OF_IGF1_AND_IGF2_UP	36	36		
LIU_CDX2_TARGETS_UP	35	35		
LIU_CDX2_TARGETS_DN	8		Rejected!	
COLDREN_GEFITINIB_RESISTANCE_UP	86	86		
COLDREN_GEFITINIB_RESISTANCE_DN	228	228		
KOKKINAKIS_METHIONINE_DEPRIVATION_48HR_UP	130	130		
KOKKINAKIS_METHIONINE_DEPRIVATION_48HR_DN	61	61		
KOKKINAKIS_METHIONINE_DEPRIVATION_96HR_UP	118	118		
KOKKINAKIS_METHIONINE_DEPRIVATION_96HR_DN	72	72		
PASTURAL_RIZ1_TARGETS_UP	10		Rejected!	
PASTURAL_RIZ1_TARGETS_DN	5		Rejected!	
CHOW_RASSF1_TARGETS_UP	26	26		
CHOW_RASSF1_TARGETS_DN	30	30		
ENK_UV_RESPONSE_EPIDERMIS_UP	296	295		
ENK_UV_RESPONSE_EPIDERMIS_DN	513		Rejected!	
ENK_UV_RESPONSE_KERATINOCYTE_UP	534		Rejected!	
ENK_UV_RESPONSE_KERATINOCYTE_DN	481	481		
LANDIS_BREAST_CANCER_PROGRESSION_UP	46	46		
LANDIS_BREAST_CANCER_PROGRESSION_DN	72	71		
GESERICK_TERT_TARGETS_DN	21	21		
YEMELYANOV_GR_TARGETS_DN	11		Rejected!	
LAU_APOPTOSIS_CDKN2A_UP	55	55		
LAU_APOPTOSIS_CDKN2A_DN	5		Rejected!	
DELYS_THYROID_CANCER_UP	445	443		
DELYS_THYROID_CANCER_DN	233	233		
CHIARADONNA_NEOPLASTIC_TRANSFORMATION_KRAS_CDC25_UP	59	59		
CHIARADONNA_NEOPLASTIC_TRANSFORMATION_KRAS_CDC25_DN	54	54		
CHIARADONNA_NEOPLASTIC_TRANSFORMATION_KRAS_UP	132	132		
CHIARADONNA_NEOPLASTIC_TRANSFORMATION_KRAS_DN	141	140		
CHIARADONNA_NEOPLASTIC_TRANSFORMATION_CDC25_UP	123	123		
CHIARADONNA_NEOPLASTIC_TRANSFORMATION_CDC25_DN	151	150		
CASTELLANO_HRAS_TARGETS_DN	6		Rejected!	
CASTELLANO_HRAS_AND_NRAS_TARGETS_UP	6		Rejected!	
CASTELLANO_HRAS_AND_NRAS_TARGETS_DN	8		Rejected!	
CASTELLANO_NRAS_TARGETS_UP	72	71		
CASTELLANO_NRAS_TARGETS_DN	14		Rejected!	
CHEBOTAEV_GR_TARGETS_UP	78	78		
CHEBOTAEV_GR_TARGETS_DN	123	123		
BERENJENO_ROCK_SIGNALING_NOT_VIA_RHOA_UP	28	27		
BERENJENO_ROCK_SIGNALING_NOT_VIA_RHOA_DN	48	48		
BERENJENO_TRANSFORMED_BY_RHOA_REVERSIBLY_UP	10		Rejected!	
BERENJENO_TRANSFORMED_BY_RHOA_REVERSIBLY_DN	30	30		
LINDGREN_BLADDER_CANCER_CLUSTER_1_UP	120	120		
LINDGREN_BLADDER_CANCER_CLUSTER_1_DN	378	376		
LINDGREN_BLADDER_CANCER_CLUSTER_2A_UP	8		Rejected!	
LINDGREN_BLADDER_CANCER_CLUSTER_2A_DN	141	141		
LINDGREN_BLADDER_CANCER_CLUSTER_3_UP	327	326		
LINDGREN_BLADDER_CANCER_CLUSTER_3_DN	226	225		
KOINUMA_COLON_CANCER_MSI_UP	16	16		
KOINUMA_COLON_CANCER_MSI_DN	8		Rejected!	
CREIGHTON_AKT1_SIGNALING_VIA_MTOR_UP	34	34		
CREIGHTON_AKT1_SIGNALING_VIA_MTOR_DN	23	23		
NADERI_BREAST_CANCER_PROGNOSIS_UP	51	50		
NADERI_BREAST_CANCER_PROGNOSIS_DN	18	18		
MARKEY_RB1_CHRONIC_LOF_UP	112	110		
MARKEY_RB1_CHRONIC_LOF_DN	123	123		
MARKEY_RB1_ACUTE_LOF_UP	237	236		
MARKEY_RB1_ACUTE_LOF_DN	229	227		
CHIN_BREAST_CANCER_COPY_NUMBER_UP	28	28		
CHIN_BREAST_CANCER_COPY_NUMBER_DN	13		Rejected!	
GRAESSMANN_APOPTOSIS_BY_SERUM_DEPRIVATION_UP	563		Rejected!	
GRAESSMANN_APOPTOSIS_BY_SERUM_DEPRIVATION_DN	235	235		
VANHARANTA_UTERINE_FIBROID_UP	44	44		
VANHARANTA_UTERINE_FIBROID_DN	67	67		
VANHARANTA_UTERINE_FIBROID_WITH_7Q_DELETION_UP	66	66		
VANHARANTA_UTERINE_FIBROID_WITH_7Q_DELETION_DN	36	36		
LANDIS_ERBB2_BREAST_TUMORS_65_UP	22	22		
LANDIS_ERBB2_BREAST_TUMORS_65_DN	39	39		
LANDIS_ERBB2_BREAST_PRENEOPLASTIC_UP	19	19		
LANDIS_ERBB2_BREAST_PRENEOPLASTIC_DN	57	57		
CONCANNON_APOPTOSIS_BY_EPOXOMICIN_UP	238	238		
CONCANNON_APOPTOSIS_BY_EPOXOMICIN_DN	176	175		
ODONNELL_METASTASIS_UP	75	75		
ODONNELL_METASTASIS_DN	24	24		
GRAESSMANN_RESPONSE_TO_MC_AND_SERUM_DEPRIVATION_UP	218	218		
GRAESSMANN_RESPONSE_TO_MC_AND_SERUM_DEPRIVATION_DN	84	84		
GRAESSMANN_APOPTOSIS_BY_DOXORUBICIN_UP	1151		Rejected!	
GRAESSMANN_APOPTOSIS_BY_DOXORUBICIN_DN	1769		Rejected!	
GRAESSMANN_RESPONSE_TO_MC_AND_DOXORUBICIN_UP	611		Rejected!	
GRAESSMANN_RESPONSE_TO_MC_AND_DOXORUBICIN_DN	771		Rejected!	
GAUSSMANN_MLL_AF4_FUSION_TARGETS_A_UP	193	192		
GAUSSMANN_MLL_AF4_FUSION_TARGETS_A_DN	95	95		
GAUSSMANN_MLL_AF4_FUSION_TARGETS_B_UP	27	27		
GAUSSMANN_MLL_AF4_FUSION_TARGETS_B_DN	8		Rejected!	
GAUSSMANN_MLL_AF4_FUSION_TARGETS_C_UP	172	172		
GAUSSMANN_MLL_AF4_FUSION_TARGETS_C_DN	21	21		
GAUSSMANN_MLL_AF4_FUSION_TARGETS_D_UP	38	38		
GAUSSMANN_MLL_AF4_FUSION_TARGETS_D_DN	9		Rejected!	
GAUSSMANN_MLL_AF4_FUSION_TARGETS_E_UP	97	97		
GAUSSMANN_MLL_AF4_FUSION_TARGETS_E_DN	22	22		
GAUSSMANN_MLL_AF4_FUSION_TARGETS_F_UP	182	182		
GAUSSMANN_MLL_AF4_FUSION_TARGETS_F_DN	37	37		
GAUSSMANN_MLL_AF4_FUSION_TARGETS_G_UP	247	246		
GAUSSMANN_MLL_AF4_FUSION_TARGETS_G_DN	35	35		
BERENJENO_TRANSFORMED_BY_RHOA_FOREVER_UP	21	21		
BERENJENO_TRANSFORMED_BY_RHOA_FOREVER_DN	30	30		
CAIRO_PML_TARGETS_BOUND_BY_MYC_UP	22	22		
CAIRO_PML_TARGETS_BOUND_BY_MYC_DN	13		Rejected!	
OUELLET_OVARIAN_CANCER_INVASIVE_VS_LMP_UP	118	118		
OUELLET_OVARIAN_CANCER_INVASIVE_VS_LMP_DN	12		Rejected!	
LANDIS_ERBB2_BREAST_TUMORS_324_UP	151	151		
LANDIS_ERBB2_BREAST_TUMORS_324_DN	152	151		
BARRIER_CANCER_RELAPSE_NORMAL_SAMPLE_UP	33	33		
BARRIER_CANCER_RELAPSE_NORMAL_SAMPLE_DN	31	30		
BARRIER_CANCER_RELAPSE_TUMOR_SAMPLE_UP	16	16		
BARRIER_CANCER_RELAPSE_TUMOR_SAMPLE_DN	12		Rejected!	
BARIS_THYROID_CANCER_UP	24	24		
BARIS_THYROID_CANCER_DN	59	59		
BERENJENO_TRANSFORMED_BY_RHOA_UP	550		Rejected!	
BERENJENO_TRANSFORMED_BY_RHOA_DN	398	397		
TAKADA_GASTRIC_CANCER_COPY_NUMBER_UP	7		Rejected!	
TAKADA_GASTRIC_CANCER_COPY_NUMBER_DN	29	29		
WANG_BARRETTS_ESOPHAGUS_AND_ESOPHAGUS_CANCER_UP	26	26		
WANG_BARRETTS_ESOPHAGUS_AND_ESOPHAGUS_CANCER_DN	37	37		
KERLEY_RESPONSE_TO_CISPLATIN_UP	45	45		
KERLEY_RESPONSE_TO_CISPLATIN_DN	5		Rejected!	
MISSIAGLIA_REGULATED_BY_METHYLATION_UP	125	125		
MISSIAGLIA_REGULATED_BY_METHYLATION_DN	122	122		
TANG_SENESCENCE_TP53_TARGETS_UP	33	33		
TANG_SENESCENCE_TP53_TARGETS_DN	56	56		
WANG_BARRETTS_ESOPHAGUS_UP	52	52		
WANG_BARRETTS_ESOPHAGUS_DN	25	25		
WANG_ESOPHAGUS_CANCER_VS_NORMAL_UP	121	120		
WANG_ESOPHAGUS_CANCER_VS_NORMAL_DN	101	101		
WANG_ESOPHAGUS_CANCER_PROGRESSION_UP	9		Rejected!	
SILIGAN_TARGETS_OF_EWS_FLI1_FUSION_UP	15	15		
SILIGAN_TARGETS_OF_EWS_FLI1_FUSION_DN	18	18		
ROYLANCE_BREAST_CANCER_16Q_COPY_NUMBER_UP	63	63		
ROYLANCE_BREAST_CANCER_16Q_COPY_NUMBER_DN	26	26		
JOHANSSON_GLIOMAGENESIS_BY_PDGFB_UP	57	57		
JOHANSSON_GLIOMAGENESIS_BY_PDGFB_DN	22	22		
MCBRYAN_PUBERTAL_BREAST_3_4WK_UP	211	211		
MCBRYAN_PUBERTAL_BREAST_3_4WK_DN	40	39		
MCBRYAN_PUBERTAL_BREAST_4_5WK_UP	270	268		
MCBRYAN_PUBERTAL_BREAST_4_5WK_DN	199	198		
MCBRYAN_PUBERTAL_BREAST_5_6WK_UP	123	123		
MCBRYAN_PUBERTAL_BREAST_5_6WK_DN	131	131		
MCBRYAN_PUBERTAL_BREAST_6_7WK_UP	193	193		
MCBRYAN_PUBERTAL_BREAST_6_7WK_DN	80	79		
VETTER_TARGETS_OF_PRKCA_AND_ETS1_UP	16	16		
VETTER_TARGETS_OF_PRKCA_AND_ETS1_DN	16	16		
DUNNE_TARGETS_OF_AML1_MTG8_FUSION_UP	53	52		
DUNNE_TARGETS_OF_AML1_MTG8_FUSION_DN	19	19		
LUI_THYROID_CANCER_PAX8_PPARG_UP	46	46		
LUI_THYROID_CANCER_PAX8_PPARG_DN	46	46		
HAMAI_APOPTOSIS_VIA_TRAIL_UP	655		Rejected!	
HAMAI_APOPTOSIS_VIA_TRAIL_DN	202	201		
OUELLET_CULTURED_OVARIAN_CANCER_INVASIVE_VS_LMP_UP	69	69		
OUELLET_CULTURED_OVARIAN_CANCER_INVASIVE_VS_LMP_DN	36	36		
HUMMERICH_BENIGN_SKIN_TUMOR_UP	17	17		
HUMMERICH_BENIGN_SKIN_TUMOR_DN	19	19		
MCBRYAN_PUBERTAL_TGFB1_TARGETS_UP	168	168		
MCBRYAN_PUBERTAL_TGFB1_TARGETS_DN	63	63		
HUMMERICH_MALIGNANT_SKIN_TUMOR_UP	18	18		
HUMMERICH_MALIGNANT_SKIN_TUMOR_DN	20	20		
LUCAS_HNF4A_TARGETS_UP	58	58		
LUCAS_HNF4A_TARGETS_DN	8		Rejected!	
ZIRN_TRETINOIN_RESPONSE_WT1_UP	23	23		
ZIRN_TRETINOIN_RESPONSE_WT1_DN	6		Rejected!	
ZIRN_TRETINOIN_RESPONSE_UP	20	20		
ZIRN_TRETINOIN_RESPONSE_DN	6		Rejected!	
STREICHER_LSM1_TARGETS_UP	44	44		
STREICHER_LSM1_TARGETS_DN	19	19		
KAN_RESPONSE_TO_ARSENIC_TRIOXIDE	123	122		
LANG_MYB_FAMILY_TARGETS	29	29		
MCBRYAN_TERMINAL_END_BUD_UP	13		Rejected!	
MCBRYAN_TERMINAL_END_BUD_DN	6		Rejected!	
NUNODA_RESPONSE_TO_DASATINIB_IMATINIB_UP	29	29		
NUNODA_RESPONSE_TO_DASATINIB_IMATINIB_DN	13		Rejected!	
DARWICHE_SKIN_TUMOR_PROMOTER_UP	143	143		
DARWICHE_SKIN_TUMOR_PROMOTER_DN	187	187		
DARWICHE_PAPILLOMA_RISK_LOW_UP	163	163		
DARWICHE_PAPILLOMA_RISK_LOW_DN	168	168		
DARWICHE_PAPILLOMA_RISK_HIGH_UP	150	150		
DARWICHE_PAPILLOMA_RISK_HIGH_DN	180	180		
DARWICHE_SQUAMOUS_CELL_CARCINOMA_UP	150	150		
DARWICHE_SQUAMOUS_CELL_CARCINOMA_DN	180	180		
MAHADEVAN_IMATINIB_RESISTANCE_UP	22	21		
MAHADEVAN_IMATINIB_RESISTANCE_DN	20	20		
TOMIDA_METASTASIS_UP	26	26		
TOMIDA_METASTASIS_DN	18	18		
SAENZ_DETOX_PATHWAY_AND_CARCINOGENESIS_DN	13		Rejected!	
OZANNE_AP1_TARGETS_UP	14		Rejected!	
HWANG_PROSTATE_CANCER_MARKERS	28	28		
HU_ANGIOGENESIS_UP	21	21		
HU_ANGIOGENESIS_DN	37	37		
BEGUM_TARGETS_OF_PAX3_FOXO1_FUSION_UP	59	59		
BEGUM_TARGETS_OF_PAX3_FOXO1_FUSION_DN	46	46		
DARWICHE_PAPILLOMA_PROGRESSION_RISK	77	77		
SHIRAISHI_PLZF_TARGETS_UP	10		Rejected!	
SHIRAISHI_PLZF_TARGETS_DN	9		Rejected!	
MOTAMED_RESPONSE_TO_ANDROGEN_UP	5		Rejected!	
MOTAMED_RESPONSE_TO_ANDROGEN_DN	6		Rejected!	
RAMJAUN_APOPTOSIS_BY_TGFB1_VIA_SMAD4_UP	10		Rejected!	
RAMJAUN_APOPTOSIS_BY_TGFB1_VIA_SMAD4_DN	10		Rejected!	
RAMJAUN_APOPTOSIS_BY_TGFB1_VIA_MAPK1_UP	6		Rejected!	
RAMJAUN_APOPTOSIS_BY_TGFB1_VIA_MAPK1_DN	8		Rejected!	
OLSSON_E2F3_TARGETS_UP	25	25		
OLSSON_E2F3_TARGETS_DN	39	38		
MARKS_HDAC_TARGETS_UP	23	23		
MARKS_HDAC_TARGETS_DN	15	15		
CHOI_ATL_ACUTE_STAGE	6		Rejected!	
CHOI_ATL_STAGE_PREDICTOR	44	44		
WONG_ENDMETRIUM_CANCER_UP	25	25		
WONG_ENDMETRIUM_CANCER_DN	78	78		
WONG_ENDOMETRIAL_CANCER_LATE	9		Rejected!	
ABDULRAHMAN_KIDNEY_CANCER_VHL_DN	13		Rejected!	
KONG_E2F1_TARGETS	11		Rejected!	
KONG_E2F3_TARGETS	97	97		
TANAKA_METHYLATED_IN_ESOPHAGEAL_CARCINOMA	102	102		
EGUCHI_CELL_CYCLE_RB1_TARGETS	22	22		
CROSBY_E2F4_TARGETS	6		Rejected!	
MARKS_ACETYLATED_NON_HISTONE_PROTEINS	12		Rejected!	
IVANOV_MUTATED_IN_COLON_CANCER	13		Rejected!	
TAKAYAMA_BOUND_BY_AR	10		Rejected!	
RIZ_ERYTHROID_DIFFERENTIATION	82	82		
RIZ_ERYTHROID_DIFFERENTIATION_CCNE1	43	43		
RIZ_ERYTHROID_DIFFERENTIATION_HBZ	37	37		
CHASSOT_SKIN_WOUND	9		Rejected!	
LASTOWSKA_NEUROBLASTOMA_COPY_NUMBER_UP	186	186		
LASTOWSKA_NEUROBLASTOMA_COPY_NUMBER_DN	800		Rejected!	
MUELLER_METHYLATED_IN_GLIOBLASTOMA	43	43		
RIZ_ERYTHROID_DIFFERENTIATION_HEMGN	26	26		
RIZ_ERYTHROID_DIFFERENTIATION_APOBEC2	25	25		
RIZ_ERYTHROID_DIFFERENTIATION_6HR	38	38		
RIZ_ERYTHROID_DIFFERENTIATION_12HR	37	37		
EBAUER_TARGETS_OF_PAX3_FOXO1_FUSION_UP	199	199		
PEREZ_TP53_TARGETS	1195		Rejected!	
PEREZ_TP63_TARGETS	355	353		
PEREZ_TP53_AND_TP63_TARGETS	208	206		
WAKASUGI_HAVE_ZNF143_BINDING_SITES	54	54		
RODRIGUES_NTN1_AND_DCC_TARGETS	34	34		
DACOSTA_UV_RESPONSE_VIA_ERCC3_XPCS_UP	25	25		
DACOSTA_UV_RESPONSE_VIA_ERCC3_XPCS_DN	85	85		
DACOSTA_UV_RESPONSE_VIA_ERCC3_TTD_UP	59	59		
DACOSTA_UV_RESPONSE_VIA_ERCC3_TTD_DN	84	84		
TURJANSKI_MAPK1_AND_MAPK2_TARGETS	12		Rejected!	
TURJANSKI_MAPK8_AND_MAPK9_TARGETS	8		Rejected!	
TURJANSKI_MAPK7_TARGETS	7		Rejected!	
TURJANSKI_MAPK11_TARGETS	5		Rejected!	
TURJANSKI_MAPK14_TARGETS	10		Rejected!	
MAHADEVAN_GIST_MORPHOLOGICAL_SWITCH	15	15		
APPIERTO_RESPONSE_TO_FENRETINIDE_UP	38	38		
APPIERTO_RESPONSE_TO_FENRETINIDE_DN	51	51		
NAGY_TFTC_COMPONENTS_HUMAN	18	18		
NAGY_STAGA_COMPONENTS_HUMAN	13		Rejected!	
NAGY_PCAF_COMPONENTS_HUMAN	9		Rejected!	
BAKER_HEMATOPOESIS_STAT1_TARGETS	10		Rejected!	
BAKER_HEMATOPOIESIS_STAT3_TARGETS	15	15		
BAKER_HEMATOPOESIS_STAT5_TARGETS	7		Rejected!	
SEIDEN_MET_SIGNALING	20	20		
AUNG_GASTRIC_CANCER	52	51		
SANCHEZ_MDM2_TARGETS	15	15		
BREUHAHN_GROWTH_FACTOR_SIGNALING_IN_LIVER_CANCER	15	15		
NAKAMURA_LUNG_CANCER	9		Rejected!	
GALLUZZI_PERMEABILIZE_MITOCHONDRIA	41	41		
HAEGERSTRAND_RESPONSE_TO_IMATINIB	9		Rejected!	
MATHEW_FANCONI_ANEMIA_GENES	11		Rejected!	
MIDORIKAWA_AMPLIFIED_IN_LIVER_CANCER	55	55		
GILMORE_CORE_NFKB_PATHWAY	13		Rejected!	
SCHEIDEREIT_IKK_TARGETS	18	18		
DUTTA_APOPTOSIS_VIA_NFKB	33	33		
DEBOSSCHER_NFKB_TARGETS_REPRESSED_BY_GLUCOCORTICOIDS	21	21		
ROVERSI_GLIOMA_COPY_NUMBER_DN	54	54		
SEIDEN_ONCOGENESIS_BY_MET	89	89		
HUMMERICH_SKIN_CANCER_PROGRESSION_UP	87	87		
HUMMERICH_SKIN_CANCER_PROGRESSION_DN	102	102		
CAVARD_LIVER_CANCER_MALIGNANT_VS_BENIGN	32	31		
KLEIN_TARGETS_OF_BCR_ABL1_FUSION	45	44		
ROVERSI_GLIOMA_LOH_REGIONS	45	45		
ROVERSI_GLIOMA_COPY_NUMBER_UP	99	98		
RASHI_RESPONSE_TO_IONIZING_RADIATION_1	39	39		
RASHI_RESPONSE_TO_IONIZING_RADIATION_2	124	124		
RASHI_RESPONSE_TO_IONIZING_RADIATION_3	46	46		
RASHI_RESPONSE_TO_IONIZING_RADIATION_4	49	49		
RASHI_RESPONSE_TO_IONIZING_RADIATION_5	133	133		
RASHI_RESPONSE_TO_IONIZING_RADIATION_6	87	83		
RASHI_NFKB1_TARGETS	19	19		
IWANAGA_E2F1_TARGETS_INDUCED_BY_SERUM	24	24		
AIGNER_ZEB1_TARGETS	35	34		
SUZUKI_AMPLIFIED_IN_ORAL_CANCER	17	17		
HESSON_TUMOR_SUPPRESSOR_CLUSTER_3P21_3	8		Rejected!	
MARTIN_INTERACT_WITH_HDAC	40	40		
LASTOWSKA_COAMPLIFIED_WITH_MYCN	43	43		
IWANAGA_E2F1_TARGETS_NOT_INDUCED_BY_SERUM	6		Rejected!	
LI_LUNG_CANCER	41	41		
LI_AMPLIFIED_IN_LUNG_CANCER	183	183		
LINDGREN_BLADDER_CANCER_CLUSTER_2B	389	388		
LINDGREN_BLADDER_CANCER_HIGH_RECURRENCE	49	49		
LINDGREN_BLADDER_CANCER_WITH_LOH_IN_CHR9Q	116	116		
NAKAMURA_ALVEOLAR_EPITHELIUM	5		Rejected!	
NAKAMURA_BRONCHIAL_AND_BRONCHIOLAR_EPITHELIA	7		Rejected!	
NAKAMURA_LUNG_CANCER_DIFFERENTIATION_MARKERS	13		Rejected!	
GALLUZZI_PREVENT_MITOCHONDIAL_PERMEABILIZATION	14		Rejected!	
MYLLYKANGAS_AMPLIFICATION_HOT_SPOT_17	19	19		
MYLLYKANGAS_AMPLIFICATION_HOT_SPOT_24	14		Rejected!	
MYLLYKANGAS_AMPLIFICATION_HOT_SPOT_25	9		Rejected!	
MYLLYKANGAS_AMPLIFICATION_HOT_SPOT_7	7		Rejected!	
MYLLYKANGAS_AMPLIFICATION_HOT_SPOT_27	10		Rejected!	
MYLLYKANGAS_AMPLIFICATION_HOT_SPOT_15	10		Rejected!	
MYLLYKANGAS_AMPLIFICATION_HOT_SPOT_29	8		Rejected!	
MYLLYKANGAS_AMPLIFICATION_HOT_SPOT_9	8		Rejected!	
MYLLYKANGAS_AMPLIFICATION_HOT_SPOT_16	9		Rejected!	
EBAUER_TARGETS_OF_PAX3_FOXO1_FUSION_DN	49	49		
EBAUER_MYOGENIC_TARGETS_OF_PAX3_FOXO1_FUSION	48	48		
SCHAVOLT_TARGETS_OF_TP53_AND_TP63	15	15		
MYLLYKANGAS_AMPLIFICATION_HOT_SPOT_8	12		Rejected!	
MYLLYKANGAS_AMPLIFICATION_HOT_SPOT_23	19	19		
MYLLYKANGAS_AMPLIFICATION_HOT_SPOT_2	5		Rejected!	
MYLLYKANGAS_AMPLIFICATION_HOT_SPOT_21	6		Rejected!	
MYLLYKANGAS_AMPLIFICATION_HOT_SPOT_30	5		Rejected!	
MYLLYKANGAS_AMPLIFICATION_HOT_SPOT_6	6		Rejected!	
MYLLYKANGAS_AMPLIFICATION_HOT_SPOT_12	11		Rejected!	
MATTIOLI_MGUS_VS_PCL	127	127		
MATTIOLI_MGUS_VS_MULTIPLE_MYELOMA	17	17		
FARMER_BREAST_CANCER_APOCRINE_VS_LUMINAL	327	327		
FARMER_BREAST_CANCER_APOCRINE_VS_BASAL	329	329		
FARMER_BREAST_CANCER_BASAL_VS_LULMINAL	329	329		
MYLLYKANGAS_AMPLIFICATION_HOT_SPOT_5	5		Rejected!	
MYLLYKANGAS_AMPLIFICATION_HOT_SPOT_18	5		Rejected!	
LUI_THYROID_CANCER_CLUSTER_1	52	52		
LUI_THYROID_CANCER_CLUSTER_2	43	43		
LUI_THYROID_CANCER_CLUSTER_3	28	28		
LUI_THYROID_CANCER_CLUSTER_4	21	21		
LUI_THYROID_CANCER_CLUSTER_5	16	16		
MYLLYKANGAS_AMPLIFICATION_HOT_SPOT_22	11		Rejected!	
MYLLYKANGAS_AMPLIFICATION_HOT_SPOT_1	6		Rejected!	
MYLLYKANGAS_AMPLIFICATION_HOT_SPOT_13	6		Rejected!	
GRASEMANN_RETINOBLASTOMA_WITH_6P_AMPLIFICATION	14		Rejected!	
LUI_TARGETS_OF_PAX8_PPARG_FUSION	34	34		
SCHLOSSER_SERUM_RESPONSE_UP	127	126		
SCHLOSSER_SERUM_RESPONSE_AUGMENTED_BY_MYC	107	106		
SCHLOSSER_MYC_AND_SERUM_RESPONSE_SYNERGY	33	33		
SCHLOSSER_MYC_TARGETS_REPRESSED_BY_SERUM	162	162		
SCHLOSSER_MYC_TARGETS_AND_SERUM_RESPONSE_DN	48	48		
SCHLOSSER_MYC_TARGETS_AND_SERUM_RESPONSE_UP	48	48		
SCHLOSSER_SERUM_RESPONSE_DN	703		Rejected!	
MATTIOLI_MULTIPLE_MYELOMA_SUBGROUPS	17	17		
MATTIOLI_MULTIPLE_MYELOMA_WITH_14Q32_TRANSLOCATIONS	37	36		
FARMER_BREAST_CANCER_CLUSTER_1	48	48		
FARMER_BREAST_CANCER_CLUSTER_8	6		Rejected!	
FARMER_BREAST_CANCER_CLUSTER_7	20	20		
FARMER_BREAST_CANCER_CLUSTER_2	33	33		
ROSTY_CERVICAL_CANCER_PROLIFERATION_CLUSTER	140	140		
